Id;Label;EntityType;RiskScore;Date
2438;"mfa-gov-tr.cloud";"Domain";8.0;2024-10-23
2439;"mil-be.cloud";"Domain";8.0;2024-10-23
2440;"mil-ee.cloud";"Domain";8.0;2024-10-23
2441;"mil-pl.cloud";"Domain";8.0;2024-10-23
2442;"mil-pt.cloud";"Domain";8.0;2024-10-23
2443;"mod-gov-il.cloud";"Domain";8.0;2024-10-23
2444;"s3-acronis.cloud";"Domain";8.0;2024-10-23
2445;"s3-army.cloud";"Domain";8.0;2024-10-23
2446;"s3-atlassian.cloud";"Domain";8.0;2024-10-23
2447;"s3-aws.cloud";"Domain";8.0;2024-10-23
2448;"s3-bah.cloud";"Domain";8.0;2024-10-23
2449;"s3-be.cloud";"Domain";8.0;2024-10-23
2450;"s3-blackberry.cloud";"Domain";8.0;2024-10-23
2451;"s3-csis.cloud";"Domain";8.0;2024-10-23
2452;"s3-de.cloud";"Domain";8.0;2024-10-23
2453;"s3-dgap.cloud";"Domain";8.0;2024-10-23
2454;"s3-dk.cloud";"Domain";8.0;2024-10-23
2455;"s3-dnc.cloud";"Domain";8.0;2024-10-23
2456;"s3-esa.cloud";"Domain";8.0;2024-10-23
2457;"s3-fbi.cloud";"Domain";8.0;2024-10-23
2458;"s3-hudson.cloud";"Domain";8.0;2024-10-23
2459;"s3-ida.cloud";"Domain";8.0;2024-10-23
2460;"s3-iri.cloud";"Domain";8.0;2024-10-23
2461;"s3-knowbe4.cloud";"Domain";8.0;2024-10-23
2462;"s3-marcus.cloud";"Domain";8.0;2024-10-23
2463;"s3-monitoring.cloud";"Domain";8.0;2024-10-23
2464;"s3-nato.cloud";"Domain";8.0;2024-10-23
2465;"s3-ned.cloud";"Domain";8.0;2024-10-23
2466;"s3-nsa.cloud";"Domain";8.0;2024-10-23
2467;"s3-proofpoint.cloud";"Domain";8.0;2024-10-23
2468;"s3-pt.cloud";"Domain";8.0;2024-10-23
2469;"s3-rackspace.cloud";"Domain";8.0;2024-10-23
2470;"s3-rand.cloud";"Domain";8.0;2024-10-23
2471;"s3-spacex.cloud";"Domain";8.0;2024-10-23
2472;"s3-state.cloud";"Domain";8.0;2024-10-23
2473;"s3-stig.cloud";"Domain";8.0;2024-10-23
2474;"s3-ua.cloud";"Domain";8.0;2024-10-23
2475;"s3-ucia.cloud";"Domain";8.0;2024-10-23
2476;"s3-zoho.cloud";"Domain";8.0;2024-10-23
2477;"ua-mil.cloud";"Domain";8.0;2024-10-23
2478;"ua-sec.cloud";"Domain";8.0;2024-10-23
2479;"ua-se.cloud";"Domain";8.0;2024-10-23
2480;"ua-sn.cloud";"Domain";8.0;2024-10-23
2481;"townoflakelure.com";"Domain";8.0;2024-10-23
2482;"UAC-0218";"HackerGroup";9.0;2024-10-24
2483;"edisk.in.ua";"Domain";8.0;2024-10-24
2484;"01mirror.com.ua";"Domain";8.0;2024-10-24
2485;"staticgl.one";"Domain";8.0;2024-10-24
2486;"winupmirror.support";"Domain";8.0;2024-10-24
2487;"Пароль.vbe";"Software";8.0;2024-10-24
2488;"wextract.exe";"Software";8.0;2024-10-24
2489;"Python Software Foundation BaseHTTP 0.6";"Software";8.0;2024-10-24
2490;"HostZealot";"Organization";5.0;2024-10-24
2491;"zhblz.com";"Domain";8.0;2024-10-25
2492;"Browser.ps1";"Software";8.0;2024-10-25
2493;"browser.hta";"Software";8.0;2024-10-25
2494;"zapit.exe";"Software";8.0;2024-10-25
2495;"rdp.exe";"Software";8.0;2024-10-25
2496;"ssh.exe";"Software";8.0;2024-10-25
2497;"Metasploit";"Software";8.0;2024-10-25
2498;"CVE-2023-43770";"Software";8.0;2024-10-25
2499;"Local self-government bodies";"Sector";7.5;2024-10-25
2500;"Defense departments of other countries";"Sector";7.5;2024-10-25
2501;"tax-gov-ua.com";"Domain";8.0;2024-10-30
2502;"dpsu-gov-ua.com";"Domain";8.0;2024-10-30
2503;"qaz.im";"Domain";8.0;2024-10-30
2504;"qaz.is";"Domain";8.0;2024-10-30
2505;"qaz.su";"Domain";8.0;2024-10-30
2506;"rozsenich.com";"Domain";8.0;2024-10-30
2507;"UNC4221";"HackerGroup";9.0;2024-12-07
2508;"UltraVNC";"Software";8.0;2024-12-07
2509;"ТЕНЕТА";"Software";6.0;2024-12-07
2510;"Кропива";"Software";6.0;2024-12-07
2511;"Defense-industrial complex enterprises";"Sector";7.5;2024-12-07
2512;"Український союз промисловців та підприємців (УСПП)";"Organization";5.0;2024-12-07
2513;"outloolc.com";"Domain";8.0;2024-12-07
2514;"redirecl.com";"Domain";8.0;2024-12-07
2515;"odwebp.com";"Domain";8.0;2024-12-07
2516;"derzhposluhy.com";"Domain";8.0;2024-12-07
2517;"account-guard.site";"Domain";8.0;2024-12-07
2518;"defender-bot.site";"Domain";8.0;2024-12-07
2519;"token-defender.cloud";"Domain";8.0;2024-12-07
2520;"mirotrent.com";"Domain";8.0;2024-12-07
2521;"account-viewer.com";"Domain";8.0;2024-12-07
2522;"god-le.com";"Domain";8.0;2024-12-07
2523;"god-le.net";"Domain";8.0;2024-12-07
2524;"in-touc.com";"Domain";8.0;2024-12-07
2525;"mail-gov.com";"Domain";8.0;2024-12-07
2526;"mail-gov.net";"Domain";8.0;2024-12-07
2527;"sign-cert.com";"Domain";8.0;2024-12-07
2528;"palantir.ink";"Domain";8.0;2024-12-07
2529;"clouddrive.world";"Domain";8.0;2024-12-07
2530;"emtserviceca.info";"Domain";8.0;2024-12-07
2531;"account-saver.com";"Domain";8.0;2024-12-07
2532;"mails.support";"Domain";8.0;2024-12-07
2533;"cancel-auth.site";"Domain";8.0;2024-12-07
2534;"confirmphone.site";"Domain";8.0;2024-12-07
2535;"milgov.host";"Domain";8.0;2024-12-07
2536;"milgov.site";"Domain";8.0;2024-12-07
2537;"teiegram.host";"Domain";8.0;2024-12-07
2538;"telegram-account.host";"Domain";8.0;2024-12-07
2539;"telegram-auth.website";"Domain";8.0;2024-12-07
2540;"telegramm-account.site";"Domain";8.0;2024-12-07
2541;"web-telegram.host";"Domain";8.0;2024-12-07
2542;"kropyva.group";"Domain";8.0;2024-12-07
2543;"kropyva.site";"Domain";8.0;2024-12-07
2544;"teneta.group";"Domain";8.0;2024-12-07
2545;"teneta.site";"Domain";8.0;2024-12-07
2546;"group-teneta.online";"Domain";8.0;2024-12-07
2547;"whatsapp-confirm.site";"Domain";8.0;2024-12-07
2548;"passport-ukr-net.site";"Domain";8.0;2024-12-07
2549;"protect-password.site";"Domain";8.0;2024-12-07
2550;"telegram-confirm.site";"Domain";8.0;2024-12-07
2551;"accept-action.site";"Domain";8.0;2024-12-07
2552;"signal-confirm.site";"Domain";8.0;2024-12-07
2553;"cancel-action.site";"Domain";8.0;2024-12-07
2554;"drive-share.site";"Domain";8.0;2024-12-07
2555;"share-drive.site";"Domain";8.0;2024-12-07
2556;"group-invitation.site";"Domain";8.0;2024-12-07
2557;"check-active.site";"Domain";8.0;2024-12-07
2558;"qweasdzx.site";"Domain";8.0;2024-12-07
2559;"qsrgh.site";"Domain";8.0;2024-12-07
2560;"confirm-signal.site";"Domain";8.0;2024-12-07
2561;"google-drive.site";"Domain";8.0;2024-12-07
2562;"UAC-0099";"HackerGroup";9.0;2024-12-14
2563;"captcha-challenge.com";"Domain";8.0;2024-12-14
2564;"newyorktlimes.life";"Domain";8.0;2024-12-14
2565;"webappapiservice.life";"Domain";8.0;2024-12-14
2566;"Forestries";"Sector";7.5;2024-12-14
2567;"Forensic medical institutions";"Sector";7.5;2024-12-14
2568;"Factories";"Sector";7.5;2024-12-14
2569;"UAC-0125";"HackerGroup";9.0;2024-12-18
2570;"wvtmsouaa2gt6jmcuxj5hkfrqdss5lhecoqijt5dl7gfruueu3i5mkad.onion";"Domain";8.0;2024-12-18
2571;"Армія+";"Software";8.0;2024-12-18
2572;"init.ps1";"Software";8.0;2024-12-18
2573;"guid.txt";"Software";8.0;2024-12-18
2574;"NSIS";"Software";8.0;2024-12-18
2575;"Microsoft Office 2016";"Software";8.0;2024-12-18
2576;"omas-x-none.msp";"Software";8.0;2024-12-18
2577;"CommunicatorContentBinApp.cmd";"Software";8.0;2024-12-18
2578;"Seashell Blizzard";"HackerGroup";9.0;2025-02-23
2579;"UAC-0212";"HackerGroup";9.0;2025-02-23
2580;"CVE-2024-38213";"Software";8.0;2025-02-23
2581;"SECONDBEST";"Software";8.0;2025-02-23
2582;"EMPIREPAST";"Software";8.0;2025-02-23
2583;"SPARK";"Software";8.0;2025-02-23
2584;"CROOKBAG";"Software";8.0;2025-02-23
2585;"PEAKLIGHT";"Software";8.0;2025-02-23
2586;"rsync";"Software";8.0;2025-02-23
2587;"documents-reader.com";"Domain";8.0;2025-02-23
2588;"femundengerdal.no";"Domain";8.0;2025-02-23
2589;"object-storage-service.com";"Domain";8.0;2025-02-23
2590;"cdnauthsoft.com";"Domain";8.0;2025-02-23
2591;"protectconnections.com";"Domain";8.0;2025-02-23
2592;"furqaanenergy.com";"Domain";8.0;2025-02-23
2593;"documentreader.net";"Domain";8.0;2025-02-23
2594;"afi-ukraine.org";"Domain";8.0;2025-02-23
2595;"stib.com.ua";"Domain";8.0;2025-02-23
2596;"gieannualconferenceinmunich.com";"Domain";8.0;2025-02-23
2597;"annualgieconferenceinmunich2024.com";"Domain";8.0;2025-02-23
2598;"protectraid.com";"Domain";8.0;2025-02-23
2599;"adobeprotectcheck.com";"Domain";8.0;2025-02-23
2600;"ertel-audit.com";"Domain";8.0;2025-02-23
2601;"duna.ua";"Domain";8.0;2025-02-23
2602;"bydgoszcz.pl";"Domain";8.0;2025-02-23
2603;"agro-sk.com.ua";"Domain";8.0;2025-02-23
2604;"Energy sector";"Sector";7.5;2025-02-23
2605;"Water supply sector";"Sector";7.5;2025-02-23
2606;"Heat supply sector";"Sector";7.5;2025-02-23
2607;"Ukrainian logistics companies";"Sector";7.5;2025-02-23
2608;"Industrial control systems integrators (ASUTP developers)";"Sector";7.5;2025-02-23
2609;"Ukrainian grain handling equipment manufacturers";"Sector";7.5;2025-02-23
2610;"Serbia";"Country";8.0;2025-02-23
2611;"Czech Republic";"Country";8.0;2025-02-23
2612;"StrikeReady";"Organization";5.0;2025-02-23
2613;"BORE";"Software";8.0;2025-02-25
2614;"Fiddler";"Software";8.0;2025-02-25
2615;"SendEmail";"Software";8.0;2025-02-25
2616;"WMIC";"Software";8.0;2025-02-25
2617;"LAPTOP-EBMNTFEL";"Device";7.5;2025-02-25
2618;"Notaries of Ukraine";"Sector";7.5;2025-02-25
2619;"Державні реєстри України";"Infrastructure";8.5;2025-02-25
2620;"Міністерство юстиції України";"Government Body";5.0;2025-02-25
2621;"Нотаріальна палата України";"Organization";5.0;2025-02-25
2622;"Комісія з питань інформатизації, цифрової трансформації та запобігання кіберзлочинності Нотаріальної палати України";"Organization";5.0;2025-02-25
2623;"ДП «НАІС»";"Organization";5.0;2025-02-25
2624;"UAC-0200";"HackerGroup";9.0;2025-03-18
2625;"DarkTortilla";"Software";8.0;2025-03-18
2626;"imgurl.ir";"Domain";8.0;2025-03-18
2627;"Гуманітарна катастрофа України з 24 лютого 2022 року.xls";"Software";8.0;2022-07-11
2628;"baseupd.exe";"Software";8.0;2022-07-11
2629;"oYUuQbXu";"Software";8.0;2022-07-11
2630;"stage1.ps1";"Software";8.0;2022-07-11
2631;"stage2.ps1";"Software";8.0;2022-07-11
2632;"kohhd.com";"Domain";8.0;2022-07-14
2633;"rivierafamily.com";"Domain";8.0;2022-07-14
2634;"compensations-ukrain.bar";"Domain";8.0;2022-07-14
2635;"compensation-ukr.com";"Domain";8.0;2022-07-14
2636;"europadonnaireland.org";"Domain";8.0;2022-07-14
2637;"foundpomoshi.com";"Domain";8.0;2022-07-14
2638;"peer-gos.top";"Domain";8.0;2022-07-14
2639;"helpzzfound.site";"Domain";8.0;2022-07-14
2640;"uacompensation.xyz";"Domain";8.0;2022-07-14
2641;"onyangdol.site";"Domain";8.0;2022-07-20
2642;"artrsllc.com";"Domain";8.0;2022-07-20
2643;"ConfuserEx";"Software";8.0;2022-07-20
2644;"MCMDiction.exe";"Software";8.0;2022-07-20
2645;"sgegkseg23mjl.exe";"Software";8.0;2022-07-20
2646;"Оперативне командування «Південь»";"Government Body";9.0;2022-07-20
2647;"FireEye Red Team Tools";"Software";8.0;2020-12-14
2648;"ClamAV";"Software";5.0;2020-12-14
2649;"HXIOC";"Software";5.0;2020-12-14
2650;"OpenIOC";"Software";5.0;2020-12-14
2651;"STIX";"Software";5.0;2020-12-14
2652;"CyBOX";"Software";5.0;2020-12-14
2653;"OASIS";"Organization";5.0;2020-12-14
2654;"Government institutions of the United States";"Sector";7.5;2020-12-14
2655;"SolarWinds Orion";"Software";8.0;2020-12-14
2656;"RelicRace";"Software";8.0;2022-07-25
2657;"RelicSource";"Software";8.0;2022-07-25
2658;"Snake Keylogger";"Software";8.0;2022-07-25
2659;"barbacoalosmartinez.com";"Domain";8.0;2022-07-25
2660;"t.co";"Domain";5.0;2022-07-25
2661;"taximadridclass.com";"Domain";8.0;2022-07-25
2662;"kivanclardokum.com.tr";"Domain";8.0;2022-07-25
2663;"Інститут спеціального зв’язку та захисту інформації Національного технічного університету України «Київський політехнічний інститут імені Ігоря Сікорського»";"Organization";5.0;2020-12-28
2664;"Андрій Кузміч";"Individual";5.0;2020-12-28
2665;"Олександр Пучков";"Individual";5.0;2020-12-28
2666;"HTM dropper";"Software";8.0;2022-07-26
2667;"HTA";"Software";8.0;2022-07-26
2668;"mail-box.site";"Domain";8.0;2022-07-26
2669;"fast-mail.site";"Domain";8.0;2022-07-26
2670;"your-mail.press";"Domain";8.0;2022-07-26
2671;"whoer.net";"Domain";5.0;2022-07-26
2672;"gg-pay.me";"Domain";8.0;2022-07-27
2673;"ua-wallet.pw";"Domain";8.0;2022-07-27
2674;"Ukrainian refugees";"Sector";7.5;2022-07-27
